exp,country,trial,lat,lon,pg_id_n,variety_id_n,set,trait,paramater_id,plot_treatment,blue,se,ased,echidna,model,note
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_295,CZL1423,exp1,LN_aboveear,INLF-ta1eaf,mean,6.2,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_296,CZL15082,exp1,LN_aboveear,INLF-ta1eaf,mean,7.2,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_297,CZL15146,exp1,LN_aboveear,INLF-ta1eaf,mean,4.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_298,CZL15147,exp1,LN_aboveear,INLF-ta1eaf,mean,5.1,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_299,CZL15152,exp1,LN_aboveear,INLF-ta1eaf,mean,4.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_300,CZL15153,exp1,LN_aboveear,INLF-ta1eaf,mean,4.3,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_301,CZL15167,exp1,LN_aboveear,INLF-ta1eaf,mean,5.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_302,CZL15202,exp1,LN_aboveear,INLF-ta1eaf,mean,6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_303,CZL15224,exp1,LN_aboveear,INLF-ta1eaf,mean,6.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_304,CZL15225,exp1,LN_aboveear,INLF-ta1eaf,mean,6.5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_305,CZL15229,exp1,LN_aboveear,INLF-ta1eaf,mean,5.2,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_306,CZL16017,exp1,LN_aboveear,INLF-ta1eaf,mean,6.1,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_307,CZL16132,exp1,LN_aboveear,INLF-ta1eaf,mean,4.7,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_308,CZL16141,exp1,LN_aboveear,INLF-ta1eaf,mean,4.3,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_309,CZL19032,exp1,LN_aboveear,INLF-ta1eaf,mean,4.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_310,CZL19042,exp1,LN_aboveear,INLF-ta1eaf,mean,6.2,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_311,CZL19049,exp1,LN_aboveear,INLF-ta1eaf,mean,5.1,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_312,CZL19058,exp1,LN_aboveear,INLF-ta1eaf,mean,5.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_313,CZL20001,exp1,LN_aboveear,INLF-ta1eaf,mean,5.4,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_314,CZL20004,exp1,LN_aboveear,INLF-ta1eaf,mean,6.5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_315,CZL21060,exp1,LN_aboveear,INLF-ta1eaf,mean,6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_316,DTMA_1,exp1,LN_aboveear,INLF-ta1eaf,mean,6.1,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_317,DTMA_100,exp1,LN_aboveear,INLF-ta1eaf,mean,6.1,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_318,DTMA_128,exp1,LN_aboveear,INLF-ta1eaf,mean,6.7,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_319,DTMA_133,exp1,LN_aboveear,INLF-ta1eaf,mean,5.8,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_320,DTMA_135,exp1,LN_aboveear,INLF-ta1eaf,mean,5.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_321,DTMA_136,exp1,LN_aboveear,INLF-ta1eaf,mean,5.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_322,DTMA_14,exp1,LN_aboveear,INLF-ta1eaf,mean,6.1,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_323,DTMA_144,exp1,LN_aboveear,INLF-ta1eaf,mean,6.4,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_324,DTMA_165,exp1,LN_aboveear,INLF-ta1eaf,mean,5.5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_325,DTMA_166,exp1,LN_aboveear,INLF-ta1eaf,mean,6.4,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_326,DTMA_167,exp1,LN_aboveear,INLF-ta1eaf,mean,6.3,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_327,DTMA_179,exp1,LN_aboveear,INLF-ta1eaf,mean,6.3,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_328,DTMA_18,exp1,LN_aboveear,INLF-ta1eaf,mean,4.5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_329,DTMA_188,exp1,LN_aboveear,INLF-ta1eaf,mean,5.7,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_330,DTMA_204,exp1,LN_aboveear,INLF-ta1eaf,mean,6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_331,DTMA_217,exp1,LN_aboveear,INLF-ta1eaf,mean,6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_332,DTMA_219,exp1,LN_aboveear,INLF-ta1eaf,mean,5.5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_333,DTMA_231,exp1,LN_aboveear,INLF-ta1eaf,mean,4.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_334,DTMA_24,exp1,LN_aboveear,INLF-ta1eaf,mean,4.8,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_335,DTMA_247,exp1,LN_aboveear,INLF-ta1eaf,mean,5.4,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_336,DTMA_249,exp1,LN_aboveear,INLF-ta1eaf,mean,5.5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_337,DTMA_252,exp1,LN_aboveear,INLF-ta1eaf,mean,5.8,0.2,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_338,DTMA_281,exp1,LN_aboveear,INLF-ta1eaf,mean,6.1,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_339,DTMA_283,exp1,LN_aboveear,INLF-ta1eaf,mean,6.3,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_340,DTMA_33,exp1,LN_aboveear,INLF-ta1eaf,mean,5.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_341,DTMA_35,exp1,LN_aboveear,INLF-ta1eaf,mean,5.8,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_342,DTMA_7,exp1,LN_aboveear,INLF-ta1eaf,mean,6.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_343,DTMA_91,exp1,LN_aboveear,INLF-ta1eaf,mean,6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_344,DTMA_98,exp1,LN_aboveear,INLF-ta1eaf,mean,6.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_345,EA3076,exp1,LN_aboveear,INLF-ta1eaf,mean,5.5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_347,F2834T,exp1,LN_aboveear,INLF-ta1eaf,mean,5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_348,F44,exp1,LN_aboveear,INLF-ta1eaf,mean,4.8,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_349,F618,exp1,LN_aboveear,INLF-ta1eaf,mean,6.7,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_350,F7058,exp1,LN_aboveear,INLF-ta1eaf,mean,4.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_351,FV331,exp1,LN_aboveear,INLF-ta1eaf,mean,6.7,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_352,FV334,exp1,LN_aboveear,INLF-ta1eaf,mean,5.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_353,G14,exp1,LN_aboveear,INLF-ta1eaf,mean,5.8,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_355,G31,exp1,LN_aboveear,INLF-ta1eaf,mean,5.8,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_356,G71,exp1,LN_aboveear,INLF-ta1eaf,mean,4.1,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_357,GCP_110,exp1,LN_aboveear,INLF-ta1eaf,mean,5.1,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_358,GCP_111,exp1,LN_aboveear,INLF-ta1eaf,mean,6.2,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_359,GCP_113,exp1,LN_aboveear,INLF-ta1eaf,mean,5.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_360,GCP_121,exp1,LN_aboveear,INLF-ta1eaf,mean,5.7,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_361,GCP_124,exp1,LN_aboveear,INLF-ta1eaf,mean,4.7,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_362,GCP_129,exp1,LN_aboveear,INLF-ta1eaf,mean,5.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_363,GCP_134,exp1,LN_aboveear,INLF-ta1eaf,mean,5.1,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_364,GCP_139,exp1,LN_aboveear,INLF-ta1eaf,mean,5.2,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_365,GCP_156,exp1,LN_aboveear,INLF-ta1eaf,mean,NA,NA,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_366,GCP_161,exp1,LN_aboveear,INLF-ta1eaf,mean,5.3,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_367,GCP_165,exp1,LN_aboveear,INLF-ta1eaf,mean,5.8,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_369,GCP_189,exp1,LN_aboveear,INLF-ta1eaf,mean,6.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_370,GCP_198,exp1,LN_aboveear,INLF-ta1eaf,mean,5.1,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_371,GCP_201,exp1,LN_aboveear,INLF-ta1eaf,mean,6.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_372,GCP_203,exp1,LN_aboveear,INLF-ta1eaf,mean,5.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_373,H16,exp1,LN_aboveear,INLF-ta1eaf,mean,6.3,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_374,Hp301,exp1,LN_aboveear,INLF-ta1eaf,mean,4.5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_375,I137TN,exp1,LN_aboveear,INLF-ta1eaf,mean,4.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_376,Ki21,exp1,LN_aboveear,INLF-ta1eaf,mean,4.3,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_378,Mo22,exp1,LN_aboveear,INLF-ta1eaf,mean,4.3,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_379,MP496,exp1,LN_aboveear,INLF-ta1eaf,mean,6.2,0.2,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_380,MP705,exp1,LN_aboveear,INLF-ta1eaf,mean,4.9,0.2,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_381,NC298,exp1,LN_aboveear,INLF-ta1eaf,mean,5.3,0.2,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_382,NC304,exp1,LN_aboveear,INLF-ta1eaf,mean,6.5,0.2,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_383,NC320,exp1,LN_aboveear,INLF-ta1eaf,mean,5.3,0.2,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_385,SC55,exp1,LN_aboveear,INLF-ta1eaf,mean,6.7,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_388,Tzi18,exp1,LN_aboveear,INLF-ta1eaf,mean,5.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_389,Tzi3,exp1,LN_aboveear,INLF-ta1eaf,mean,7.3,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_390,Tzi35,exp1,LN_aboveear,INLF-ta1eaf,mean,5.9,0.2,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_391,TziDT10,exp1,LN_aboveear,INLF-ta1eaf,mean,5.4,0.2,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_392,ZN6,exp1,LN_aboveear,INLF-ta1eaf,mean,NA,NA,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_393,ANTIGP1_SSD03,exp1,LN_aboveear,INLF-ta1eaf,mean,5.5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_394,ANTIGP2_HD201,exp1,LN_aboveear,INLF-ta1eaf,mean,4.6,0.2,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_395,ANTIGP2_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,4.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_398,BOLI711_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,5.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_399,BOLI905_SSD03,exp1,LN_aboveear,INLF-ta1eaf,mean,6.2,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_400,BOZM0214_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,3.3,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_401,BRVI104_HD128,exp1,LN_aboveear,INLF-ta1eaf,mean,5.2,0.2,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_402,BRVI117_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,5.4,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_403,BRVI139_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,5.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_404,BRVI142_HD105,exp1,LN_aboveear,INLF-ta1eaf,mean,4.5,0.2,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_405,CHIH207_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,4.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_406,CHIH218_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,5.5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_409,CUBA44_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,6.2,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_411,ECUA500_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,4.5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_412,GFO059_HD114,exp1,LN_aboveear,INLF-ta1eaf,mean,5,0.2,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_413,GREN2_HD101,exp1,LN_aboveear,INLF-ta1eaf,mean,5.2,0.2,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_414,GUAT36_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,5.8,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_415,GUAT527_SSD02,exp1,LN_aboveear,INLF-ta1eaf,mean,NA,NA,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_416,GUAT606_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,4.2,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_417,MART4_HD106,exp1,LN_aboveear,INLF-ta1eaf,mean,6.2,0.2,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_418,MEXI3_SSD02,exp1,LN_aboveear,INLF-ta1eaf,mean,NA,NA,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_420,MGA235_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,7.4,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_422,NAYA337K_HD101,exp1,LN_aboveear,INLF-ta1eaf,mean,6.1,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_423,OAXA223_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,3.8,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_424,OAXA50_SSD02,exp1,LN_aboveear,INLF-ta1eaf,mean,4.4,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_425,PUEB91_SSD02,exp1,LN_aboveear,INLF-ta1eaf,mean,NA,NA,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_426,RDOM270_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,6.1,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_427,SONO24_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,4.4,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_428,SVINGP2A_HD101,exp1,LN_aboveear,INLF-ta1eaf,mean,4.9,0.2,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_429,SVINGP2A_SSD02,exp1,LN_aboveear,INLF-ta1eaf,mean,4.8,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_432,VEN650_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,5.1,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_433,VERA359_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,6.4,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_434,YUCAGP2_SSD01,exp1,LN_aboveear,INLF-ta1eaf,mean,NA,NA,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_436,BRVI104_HD103,exp1,LN_aboveear,INLF-ta1eaf,mean,4,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_437,BRVI104_HD108,exp1,LN_aboveear,INLF-ta1eaf,mean,4.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_438,BRVI142_HD102,exp1,LN_aboveear,INLF-ta1eaf,mean,4.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_439,BRVI142_HD106,exp1,LN_aboveear,INLF-ta1eaf,mean,5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_440,CRIC141_HD101,exp1,LN_aboveear,INLF-ta1eaf,mean,5.5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_441,CUBA54_HD106,exp1,LN_aboveear,INLF-ta1eaf,mean,5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_442,DES103_HD102,exp1,LN_aboveear,INLF-ta1eaf,mean,3.8,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_443,DES103_HD106,exp1,LN_aboveear,INLF-ta1eaf,mean,5.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_444,GFO059_HD103,exp1,LN_aboveear,INLF-ta1eaf,mean,5.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_445,GFO059_HD107,exp1,LN_aboveear,INLF-ta1eaf,mean,6.2,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_446,MART4_HD102,exp1,LN_aboveear,INLF-ta1eaf,mean,5.6,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_447,MART4_HD107,exp1,LN_aboveear,INLF-ta1eaf,mean,5.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_448,MGA201_HD104,exp1,LN_aboveear,INLF-ta1eaf,mean,5,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_449,MGA201_HD112,exp1,LN_aboveear,INLF-ta1eaf,mean,5.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_450,OAXAGP1_HD101,exp1,LN_aboveear,INLF-ta1eaf,mean,NA,NA,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_451,RDOMGP1_HD103,exp1,LN_aboveear,INLF-ta1eaf,mean,5.4,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_452,RDOMGP1_HD108,exp1,LN_aboveear,INLF-ta1eaf,mean,4.8,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_453,RDOMGP1_HD112,exp1,LN_aboveear,INLF-ta1eaf,mean,4.9,0.3,0.45,photogrid_mx.es,4,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_455,CML341_y,exp1,LN_aboveear,INLF-ta1eaf,mean,5.7,0.2,0.45,photogrid_mx.es,4,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_064,CML576,core,LN_aboveear,INLF-ta1eaf,mean,5.8,0.5,0.6,photogrid_fr.es,1,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_125,BRVI142_HD105,core,LN_aboveear,INLF-ta1eaf,mean,4,0.5,0.6,photogrid_fr.es,1,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_092,Tx601,core,LN_aboveear,INLF-ta1eaf,mean,8,0.5,0.6,photogrid_fr.es,1,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_019,DTMA_236,core,LN_aboveear,INLF-ta1eaf,mean,9.7,0.3,0.6,photogrid_fr.es,1,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_065,CML550,core,LN_aboveear,INLF-ta1eaf,mean,6,0.5,0.6,photogrid_fr.es,1,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_030,B73,core,LN_aboveear,INLF-ta1eaf,mean,6.1,0.1,0.6,photogrid_fr.es,1,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_079,CZL15123,core,LN_aboveear,INLF-ta1eaf,mean,5.6,0.5,0.6,photogrid_fr.es,1,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_052,CML312,core,LN_aboveear,INLF-ta1eaf,mean,8,0.5,0.6,photogrid_fr.es,1,NA
